,age,decile1,decile3,fam_inc,lsat,ugpa,cluster,fulltime,male,race1,pass_bar
341,-61.0,3.0,3.0,2.0,36.3,3.5,1.0,1.0,1.0,0,1.0
342,-58.0,10.0,10.0,3.0,41.0,3.5,3.0,1.0,1.0,0,1.0
343,-61.0,3.0,3.0,4.0,46.0,3.5,5.0,1.0,1.0,0,1.0
344,-57.0,6.0,7.0,4.0,38.0,3.5,4.0,1.0,1.0,0,1.0
345,-62.0,6.0,2.0,4.0,37.0,3.5,3.0,1.0,1.0,0,1.0
347,-61.0,10.0,9.0,4.0,37.0,3.5,3.0,1.0,1.0,0,1.0
349,-62.0,3.0,3.0,4.0,42.0,3.5,1.0,1.0,1.0,0,1.0
350,-62.0,5.0,2.0,3.0,37.5,3.5,3.0,1.0,0.0,0,0.0
351,-62.0,2.0,2.0,3.0,34.0,3.5,4.0,1.0,0.0,0,1.0
353,-62.0,5.0,3.0,2.0,45.0,3.5,1.0,1.0,1.0,0,1.0
354,-59.0,7.0,7.0,4.0,39.0,3.5,3.0,1.0,0.0,0,1.0
355,-63.0,8.0,8.0,4.0,38.0,3.5,1.0,1.0,1.0,0,1.0
356,-62.0,2.0,1.0,3.0,48.0,3.5,4.0,1.0,1.0,0,1.0
358,-62.0,2.0,3.0,4.0,42.0,3.5,1.0,1.0,0.0,0,1.0
359,-65.0,6.0,5.0,4.0,44.0,3.5,5.0,1.0,1.0,0,1.0
360,-59.0,3.0,3.0,4.0,42.0,3.5,5.0,1.0,0.0,0,1.0
361,-56.0,9.0,9.0,3.0,35.0,3.5,1.0,1.0,0.0,0,1.0
363,-67.0,8.0,7.0,3.0,38.0,3.5,3.0,1.0,0.0,0,1.0
364,-63.0,9.0,9.0,5.0,40.0,3.5,2.0,1.0,0.0,0,1.0
365,-62.0,3.0,2.0,3.0,41.0,3.5,1.0,1.0,0.0,0,1.0
366,-62.0,5.0,5.0,4.0,41.0,3.5,1.0,1.0,1.0,0,1.0
367,-62.0,5.0,6.0,5.0,40.0,3.5,1.0,1.0,1.0,0,1.0
368,-67.0,3.0,5.0,3.0,37.5,3.5,1.0,1.0,0.0,0,1.0
369,-62.0,3.0,3.0,4.0,44.0,3.5,4.0,1.0,0.0,0,1.0
370,-58.0,6.0,7.0,3.0,41.0,3.5,1.0,1.0,1.0,0,1.0
371,-64.0,5.0,5.0,3.0,45.0,3.5,1.0,1.0,0.0,0,1.0
372,-62.0,2.0,1.0,3.0,40.0,3.5,3.0,1.0,1.0,0,1.0
373,-57.0,5.0,5.0,2.0,40.0,3.5,1.0,1.0,1.0,0,1.0
374,-59.0,4.0,4.0,3.0,24.0,3.5,1.0,1.0,0.0,3,1.0
375,-66.0,6.0,6.0,3.0,36.0,3.5,4.0,1.0,1.0,2,1.0
376,-62.0,5.0,5.0,2.0,32.0,3.5,3.0,1.0,0.0,1,1.0
380,-46.0,6.0,8.0,3.0,34.0,3.5,3.0,1.0,0.0,0,1.0
381,-61.0,3.0,3.0,4.0,38.0,3.5,3.0,1.0,1.0,0,1.0
382,-62.0,10.0,7.0,4.0,35.5,3.5,5.0,1.0,1.0,0,1.0
384,-62.0,5.0,4.0,4.0,34.0,3.5,1.0,1.0,0.0,0,1.0
385,-62.0,3.0,4.0,4.0,30.0,3.5,3.0,1.0,0.0,0,1.0
386,-63.0,5.0,4.0,2.0,37.0,3.5,2.0,1.0,0.0,0,1.0
387,-62.0,6.0,2.0,3.0,36.0,3.5,1.0,1.0,0.0,0,1.0
388,-60.0,6.0,6.0,5.0,47.0,3.5,4.0,1.0,0.0,0,1.0
389,-61.0,6.0,6.0,4.0,27.0,3.5,3.0,1.0,1.0,0,1.0
390,-57.0,4.0,4.0,3.0,40.0,3.5,4.0,1.0,1.0,0,1.0
393,-62.0,4.0,10.0,4.0,34.0,3.5,3.0,1.0,1.0,0,1.0
394,-57.0,3.0,6.0,3.0,30.0,3.5,1.0,1.0,1.0,0,1.0
395,-60.0,7.0,8.0,5.0,36.0,3.5,5.0,1.0,0.0,0,1.0
396,-62.0,10.0,10.0,4.0,38.0,3.5,3.0,1.0,0.0,0,1.0
397,-62.0,8.0,8.0,4.0,48.0,3.5,4.0,1.0,1.0,0,1.0
399,-63.0,4.0,3.0,5.0,36.0,3.5,3.0,1.0,1.0,0,1.0
400,-62.0,3.0,2.0,4.0,36.0,3.5,1.0,1.0,0.0,0,1.0
401,-62.0,5.0,4.0,3.0,44.0,3.5,1.0,1.0,0.0,2,1.0
403,-56.0,3.0,1.0,2.0,38.0,3.5,1.0,1.0,1.0,0,1.0
404,-44.0,6.0,7.0,3.0,28.0,3.5,4.0,1.0,1.0,0,1.0
405,-59.0,9.0,8.0,5.0,38.0,3.5,4.0,1.0,1.0,0,1.0
406,-58.0,7.0,4.0,4.0,39.0,3.5,4.0,1.0,1.0,0,1.0
407,-62.0,6.0,8.0,4.0,35.0,3.5,4.0,1.0,0.0,0,1.0
408,-62.0,5.0,6.0,3.0,34.5,3.5,3.0,1.0,1.0,0,1.0
409,-43.0,2.0,3.0,2.0,30.0,3.5,4.0,1.0,0.0,0,1.0
412,-59.0,8.0,9.0,4.0,28.0,3.5,3.0,1.0,1.0,0,1.0
414,-61.0,6.0,5.0,4.0,42.0,3.5,4.0,1.0,1.0,0,1.0
415,-67.0,2.0,1.0,3.0,33.0,3.5,5.0,1.0,0.0,3,1.0
416,-62.0,5.0,4.0,4.0,40.0,3.5,1.0,1.0,1.0,0,1.0
417,-62.0,2.0,3.0,4.0,41.0,3.5,1.0,1.0,0.0,0,0.0
418,-62.0,6.0,6.0,4.0,34.0,3.5,3.0,1.0,0.0,0,1.0
419,-62.0,7.0,8.0,4.0,38.5,3.5,1.0,1.0,1.0,0,1.0
420,-62.0,7.0,7.0,3.0,41.0,3.5,1.0,1.0,0.0,0,1.0
422,-63.0,2.0,4.0,4.0,43.0,3.5,4.0,1.0,0.0,1,1.0
423,-62.0,8.0,7.0,4.0,48.0,3.5,1.0,1.0,1.0,0,1.0
424,-42.0,4.0,5.0,4.0,34.0,3.5,1.0,1.0,0.0,0,1.0
425,-62.0,2.0,3.0,3.0,35.0,3.5,3.0,1.0,0.0,0,1.0
427,-62.0,8.0,8.0,3.0,38.0,3.5,1.0,1.0,0.0,0,1.0
428,-61.0,5.0,5.0,3.0,37.0,3.5,4.0,1.0,1.0,0,1.0
429,-46.0,9.0,9.0,2.0,40.0,3.5,4.0,1.0,1.0,0,1.0
430,-61.0,10.0,9.0,3.0,34.0,3.5,2.0,1.0,0.0,0,1.0
432,-57.0,8.0,6.0,3.0,28.0,3.5,3.0,1.0,0.0,0,1.0
433,-47.0,5.0,4.0,3.0,35.0,3.5,5.0,1.0,0.0,0,1.0
434,-61.0,5.0,5.0,4.0,42.0,3.5,1.0,1.0,0.0,0,1.0
436,-59.0,5.0,8.0,4.0,48.0,3.5,4.0,1.0,0.0,4,1.0
437,-59.0,2.0,4.0,4.0,37.5,3.5,3.0,1.0,0.0,0,1.0
438,-61.0,9.0,9.0,5.0,48.0,3.5,4.0,1.0,1.0,0,1.0
439,-62.0,9.0,10.0,4.0,47.0,3.5,4.0,1.0,1.0,0,1.0
440,-62.0,8.0,9.0,4.0,34.0,3.5,3.0,1.0,0.0,0,1.0
441,-60.0,9.0,10.0,4.0,32.5,3.5,2.0,1.0,1.0,0,1.0
442,-66.0,4.0,3.0,3.0,30.0,3.5,1.0,1.0,0.0,4,1.0
443,-61.0,9.0,7.0,4.0,35.0,3.5,3.0,1.0,1.0,0,1.0
444,-60.0,9.0,9.0,4.0,35.5,3.5,3.0,1.0,0.0,0,1.0
445,-52.0,3.0,3.0,4.0,44.0,3.5,4.0,1.0,1.0,0,1.0
446,-57.0,6.0,5.0,2.0,34.0,3.5,3.0,2.0,0.0,0,1.0
450,-61.0,10.0,10.0,5.0,39.0,3.5,3.0,1.0,1.0,0,1.0
451,-61.0,8.0,8.0,2.0,34.0,3.5,1.0,1.0,0.0,0,1.0
453,-62.0,9.0,8.0,3.0,31.0,3.5,3.0,1.0,1.0,0,1.0
454,-59.0,3.0,4.0,4.0,46.0,3.5,1.0,1.0,0.0,2,1.0
455,-66.0,3.0,5.0,2.0,36.0,3.5,4.0,1.0,0.0,0,1.0
456,-63.0,2.0,2.0,5.0,32.0,3.5,1.0,1.0,0.0,4,1.0
457,-62.0,10.0,9.0,4.0,30.0,3.5,3.0,1.0,0.0,0,1.0
459,-55.0,6.0,8.0,4.0,36.0,3.5,2.0,1.0,1.0,0,1.0
460,-62.0,9.0,10.0,3.0,37.0,3.5,3.0,1.0,1.0,0,1.0
461,-62.0,10.0,9.0,3.0,42.0,3.5,3.0,1.0,0.0,0,1.0
462,-59.0,7.0,6.0,3.0,44.0,3.5,1.0,1.0,1.0,0,1.0
464,-68.0,10.0,10.0,4.0,39.0,3.5,5.0,1.0,1.0,0,1.0
465,-64.0,7.0,6.0,4.0,33.0,3.5,1.0,1.0,1.0,0,1.0
466,-62.0,2.0,3.0,4.0,38.0,3.5,4.0,1.0,0.0,0,1.0
467,-61.0,10.0,9.0,3.0,44.0,3.5,3.0,1.0,0.0,0,1.0
468,-57.0,7.0,8.0,2.0,45.0,3.5,1.0,1.0,1.0,0,1.0
469,-61.0,2.0,2.0,5.0,29.5,3.5,3.0,1.0,0.0,0,1.0
470,-62.0,2.0,5.0,3.0,41.0,3.5,4.0,1.0,1.0,0,1.0
471,-63.0,8.0,9.0,3.0,43.0,3.5,1.0,1.0,0.0,0,1.0
473,-62.0,6.0,5.0,5.0,37.0,3.5,3.0,1.0,1.0,0,1.0
474,-61.0,7.0,9.0,3.0,38.0,3.5,5.0,1.0,0.0,0,1.0
476,-61.0,7.0,7.0,4.0,46.0,3.5,1.0,1.0,1.0,0,1.0
477,-62.0,9.0,10.0,4.0,40.0,3.5,1.0,1.0,0.0,0,1.0
478,-60.0,9.0,9.0,3.0,33.0,3.5,3.0,1.0,1.0,0,1.0
479,-51.0,2.0,2.0,2.0,32.0,3.5,3.0,1.0,0.0,0,1.0
480,-54.0,9.0,9.0,3.0,32.0,3.5,1.0,1.0,0.0,0,1.0
482,-61.0,10.0,9.0,3.0,44.0,3.5,3.0,2.0,0.0,0,1.0
483,-68.0,8.0,8.0,3.0,29.0,3.5,3.0,1.0,1.0,0,1.0
484,-43.0,1.0,2.0,3.0,35.0,3.5,1.0,1.0,0.0,0,0.0
485,-55.0,9.0,9.0,4.0,41.0,3.5,1.0,1.0,1.0,0,1.0
486,-59.0,9.0,10.0,3.0,39.0,3.5,1.0,1.0,1.0,0,1.0
487,-65.0,6.0,4.0,4.0,31.5,3.5,3.0,1.0,1.0,0,1.0
488,-62.0,7.0,9.0,4.0,45.0,3.5,4.0,1.0,1.0,0,1.0
489,-63.0,4.0,6.0,4.0,43.0,3.5,4.0,1.0,0.0,0,1.0
490,-61.0,9.0,8.0,4.0,33.0,3.5,3.0,1.0,0.0,0,1.0
491,-63.0,6.0,4.0,3.0,34.0,3.5,3.0,1.0,0.0,0,1.0
492,-58.0,6.0,7.0,3.0,34.0,3.5,2.0,1.0,1.0,0,1.0
493,-59.0,4.0,6.0,3.0,26.7,3.5,3.0,1.0,1.0,0,1.0
494,-61.0,9.0,10.0,4.0,42.0,3.5,4.0,1.0,1.0,0,1.0
495,-59.0,1.0,1.0,3.0,29.0,3.5,3.0,1.0,0.0,2,0.0
496,-60.0,6.0,6.0,5.0,29.0,3.5,2.0,1.0,1.0,0,1.0
498,-62.0,8.0,7.0,4.0,44.0,3.5,4.0,1.0,1.0,0,1.0
499,-62.0,7.0,8.0,4.0,48.0,3.5,4.0,1.0,0.0,0,1.0
500,-67.0,2.0,4.0,4.0,32.0,3.5,3.0,1.0,0.0,2,1.0
501,-57.0,3.0,5.0,3.0,26.0,3.5,3.0,1.0,1.0,0,1.0
503,-62.0,8.0,8.0,4.0,42.0,3.5,5.0,1.0,0.0,0,1.0
505,-61.0,2.0,1.0,3.0,41.0,3.5,5.0,1.0,0.0,1,1.0
506,-62.0,1.0,1.0,4.0,39.0,3.5,5.0,1.0,0.0,3,1.0
507,-58.0,10.0,9.0,2.0,47.0,3.5,4.0,1.0,0.0,0,1.0
508,-61.0,10.0,10.0,5.0,45.0,3.5,1.0,1.0,0.0,0,1.0
509,-61.0,4.0,3.0,4.0,44.0,3.5,4.0,1.0,1.0,0,1.0
510,-62.0,10.0,10.0,4.0,37.0,3.5,4.0,1.0,0.0,0,1.0
511,-60.0,2.0,3.0,2.0,36.0,3.5,1.0,1.0,0.0,2,1.0
512,-56.0,4.0,6.0,3.0,44.0,3.5,4.0,1.0,0.0,0,1.0
513,-61.0,4.0,6.0,2.0,34.0,3.5,3.0,1.0,1.0,0,1.0
514,-61.0,6.0,7.0,4.0,35.0,3.5,3.0,1.0,0.0,0,1.0
516,-55.0,7.0,5.0,3.0,34.0,3.5,1.0,1.0,1.0,0,1.0
517,-55.0,3.0,3.0,4.0,34.0,3.5,1.0,1.0,1.0,0,1.0
518,-61.0,9.0,7.0,4.0,39.0,3.5,4.0,1.0,1.0,0,1.0
519,-62.0,6.0,6.0,4.0,40.0,3.5,5.0,1.0,1.0,0,1.0
520,-61.0,8.0,7.0,5.0,48.0,3.5,4.0,1.0,1.0,0,1.0
521,-62.0,1.0,1.0,5.0,34.0,3.5,4.0,1.0,0.0,0,1.0
522,-67.0,9.0,9.0,3.0,34.0,3.5,3.0,1.0,0.0,0,1.0
523,-60.0,5.0,7.0,4.0,29.5,3.5,3.0,1.0,1.0,0,1.0
524,-62.0,4.0,5.0,4.0,40.0,3.5,3.0,1.0,0.0,0,1.0
525,-66.0,7.0,6.0,3.0,37.0,3.5,5.0,1.0,0.0,0,1.0
526,-57.0,6.0,4.0,3.0,36.0,3.5,4.0,1.0,0.0,0,1.0
527,-62.0,3.0,2.0,4.0,37.0,3.5,3.0,1.0,1.0,0,1.0
528,-57.0,9.0,8.0,2.0,39.0,3.5,1.0,1.0,0.0,0,1.0
530,-59.0,2.0,1.0,3.0,30.0,3.5,3.0,1.0,0.0,0,0.0
531,-62.0,10.0,10.0,4.0,41.0,3.5,4.0,1.0,1.0,0,1.0
532,-57.0,3.0,7.0,1.0,28.7,3.5,3.0,1.0,1.0,0,1.0
533,-66.0,3.0,5.0,4.0,38.0,3.5,1.0,1.0,0.0,0,1.0
534,-61.0,2.0,1.0,4.0,29.0,3.5,3.0,1.0,1.0,3,1.0
535,-57.0,8.0,8.0,3.0,35.0,3.5,3.0,1.0,1.0,0,1.0
536,-60.0,3.0,5.0,4.0,35.0,3.5,4.0,1.0,1.0,0,1.0
537,-53.0,3.0,4.0,2.0,39.0,3.5,1.0,1.0,1.0,0,1.0
538,-60.0,6.0,7.0,4.0,43.0,3.5,4.0,1.0,1.0,0,1.0
539,-56.0,9.0,10.0,4.0,39.0,3.5,4.0,1.0,0.0,0,1.0
540,-61.0,6.0,7.0,4.0,34.0,3.5,1.0,1.0,0.0,0,1.0
541,-61.0,5.0,3.0,4.0,37.0,3.5,4.0,1.0,1.0,0,1.0
542,-63.0,2.0,2.0,5.0,40.0,3.5,4.0,1.0,1.0,0,1.0
544,-62.0,7.0,9.0,3.0,36.0,3.5,3.0,1.0,0.0,0,1.0
545,-61.0,5.0,6.0,2.0,41.0,3.5,3.0,1.0,0.0,0,1.0
546,-58.0,9.0,8.0,3.0,40.0,3.5,1.0,1.0,1.0,0,1.0
547,-60.0,3.0,4.0,2.0,26.0,3.5,2.0,1.0,1.0,4,1.0
549,-62.0,7.0,8.0,3.0,35.0,3.5,1.0,1.0,0.0,0,1.0
550,-43.0,4.0,4.0,2.0,30.0,3.5,2.0,1.0,0.0,0,1.0
551,-61.0,2.0,4.0,4.0,44.0,3.5,4.0,1.0,0.0,2,1.0
552,-59.0,3.0,2.0,3.0,31.0,3.5,4.0,1.0,0.0,1,0.0
553,-62.0,9.0,9.0,3.0,35.0,3.5,2.0,1.0,1.0,0,1.0
554,-61.0,4.0,4.0,4.0,37.0,3.5,1.0,1.0,0.0,0,1.0
555,-60.0,8.0,9.0,3.0,40.0,3.5,1.0,1.0,1.0,0,1.0
556,-67.0,4.0,3.0,2.0,30.0,3.5,3.0,1.0,0.0,0,1.0
557,-63.0,8.0,9.0,4.0,37.0,3.5,4.0,1.0,0.0,0,1.0
558,-62.0,2.0,2.0,4.0,39.0,3.5,1.0,1.0,1.0,0,1.0
559,-62.0,9.0,9.0,4.0,46.0,3.5,1.0,1.0,1.0,0,1.0
560,-59.0,8.0,8.0,5.0,25.0,3.5,3.0,1.0,0.0,0,1.0
561,-62.0,6.0,2.0,4.0,42.0,3.5,4.0,1.0,1.0,0,1.0
562,-50.0,8.0,8.0,4.0,41.0,3.5,1.0,1.0,1.0,0,1.0
563,-67.0,2.0,1.0,3.0,41.0,3.5,1.0,1.0,1.0,0,1.0
564,-58.0,8.0,4.0,5.0,44.0,3.5,4.0,1.0,1.0,0,1.0
565,-62.0,4.0,2.0,4.0,30.0,3.5,1.0,1.0,0.0,0,1.0
566,-61.0,1.0,1.0,4.0,39.0,3.5,1.0,1.0,1.0,0,1.0
567,-60.0,6.0,5.0,4.0,39.0,3.5,3.0,1.0,0.0,0,1.0
568,-45.0,2.0,1.0,3.0,27.0,3.5,3.0,1.0,0.0,0,1.0
569,-58.0,8.0,6.0,5.0,41.0,3.5,4.0,1.0,1.0,0,1.0
570,-61.0,8.0,8.0,4.0,48.0,3.5,4.0,1.0,1.0,0,1.0
571,-60.0,5.0,3.0,3.0,34.0,3.5,1.0,1.0,1.0,0,1.0
572,-47.0,10.0,9.0,5.0,28.0,3.5,6.0,1.0,0.0,0,1.0
573,-61.0,2.0,1.0,4.0,36.0,3.5,3.0,1.0,1.0,0,1.0
574,-57.0,8.0,9.0,3.0,35.0,3.5,4.0,2.0,0.0,0,1.0
575,-47.0,9.0,9.0,4.0,48.0,3.5,1.0,1.0,1.0,0,1.0
576,-62.0,5.0,5.0,4.0,34.0,3.5,3.0,1.0,1.0,0,1.0
577,-59.0,10.0,9.0,3.0,46.0,3.5,1.0,1.0,1.0,0,1.0
578,-58.0,9.0,9.0,3.0,48.0,3.5,1.0,1.0,1.0,0,1.0
579,-61.0,3.0,5.0,4.0,43.0,3.5,5.0,1.0,0.0,0,1.0
580,-59.0,9.0,8.0,3.0,41.0,3.5,1.0,1.0,1.0,0,1.0
581,-58.0,8.0,7.0,4.0,33.0,3.5,4.0,1.0,1.0,0,1.0
582,-66.0,8.0,6.0,3.0,38.0,3.5,4.0,1.0,1.0,0,1.0
583,-61.0,7.0,6.0,4.0,42.0,3.5,4.0,1.0,1.0,2,1.0
584,-47.0,2.0,4.0,1.0,18.0,3.5,3.0,2.0,0.0,3,1.0
585,-62.0,8.0,7.0,4.0,36.0,3.5,1.0,1.0,1.0,0,1.0
586,-59.0,8.0,8.0,4.0,47.0,3.5,5.0,1.0,1.0,0,1.0
587,-55.0,5.0,4.0,3.0,30.0,3.5,1.0,2.0,0.0,0,1.0
588,-64.0,3.0,3.0,2.0,35.0,3.5,1.0,1.0,0.0,0,1.0
589,-61.0,2.0,2.0,3.0,25.0,3.5,3.0,1.0,0.0,3,1.0
590,-62.0,6.0,6.0,4.0,33.0,3.5,4.0,1.0,1.0,0,1.0
592,-62.0,10.0,10.0,4.0,40.0,3.5,5.0,1.0,0.0,2,1.0
593,-62.0,7.0,8.0,4.0,34.0,3.5,3.0,1.0,0.0,0,1.0
594,-62.0,7.0,5.0,3.0,38.0,3.5,3.0,1.0,1.0,0,1.0
595,-61.0,8.0,9.0,4.0,39.5,3.5,1.0,1.0,1.0,0,1.0
596,-59.0,7.0,7.0,4.0,47.0,3.5,5.0,1.0,1.0,0,1.0
597,-52.0,4.0,4.0,3.0,45.0,3.5,5.0,1.0,1.0,0,1.0
598,-62.0,10.0,10.0,4.0,42.0,3.5,3.0,1.0,0.0,0,1.0
599,-62.0,5.0,4.0,4.0,46.0,3.5,5.0,1.0,1.0,0,1.0
600,-66.0,8.0,8.0,4.0,47.0,3.5,5.0,1.0,1.0,0,1.0
602,-58.0,3.0,4.0,3.0,33.0,3.5,3.0,1.0,1.0,0,1.0
603,-62.0,7.0,8.0,4.0,46.0,3.5,1.0,1.0,0.0,0,1.0
604,-62.0,5.0,5.0,5.0,39.0,3.5,1.0,1.0,1.0,0,1.0
605,-56.0,10.0,8.0,4.0,35.0,3.5,3.0,1.0,0.0,0,1.0
606,-58.0,6.0,2.0,5.0,31.0,3.5,3.0,1.0,1.0,0,1.0
607,-60.0,8.0,9.0,2.0,42.0,3.5,4.0,1.0,0.0,0,1.0
608,-62.0,7.0,5.0,2.0,29.0,3.5,4.0,1.0,0.0,2,1.0
610,-61.0,6.0,7.0,3.0,33.0,3.5,3.0,1.0,0.0,0,1.0
611,-60.0,6.0,9.0,4.0,39.5,3.5,1.0,1.0,1.0,0,1.0
612,-66.0,6.0,7.0,4.0,33.0,3.5,1.0,1.0,0.0,0,1.0
613,-61.0,6.0,5.0,3.0,42.0,3.5,1.0,1.0,1.0,0,1.0
614,-60.0,8.0,8.0,4.0,34.0,3.5,1.0,1.0,0.0,0,1.0
616,-50.0,6.0,4.0,3.0,38.0,3.5,1.0,1.0,0.0,0,1.0
617,-59.0,9.0,10.0,4.0,42.0,3.5,1.0,1.0,1.0,0,1.0
618,-62.0,9.0,7.0,4.0,40.0,3.5,1.0,1.0,1.0,4,1.0
619,-61.0,8.0,9.0,4.0,36.0,3.5,1.0,1.0,1.0,0,1.0
620,-62.0,6.0,5.0,3.0,33.0,3.5,3.0,1.0,0.0,0,1.0
621,-50.0,4.0,3.0,4.0,32.5,3.5,3.0,1.0,1.0,0,1.0
622,-63.0,7.0,6.0,3.0,33.0,3.5,1.0,1.0,1.0,0,1.0
623,-67.0,6.0,4.0,4.0,27.5,3.5,3.0,1.0,0.0,0,1.0
624,-57.0,6.0,7.0,2.0,45.0,3.5,4.0,1.0,1.0,0,1.0
625,-61.0,8.0,8.0,4.0,37.0,3.5,1.0,1.0,1.0,0,1.0
626,-60.0,5.0,5.0,4.0,41.0,3.5,4.0,1.0,0.0,0,1.0
627,-53.0,7.0,8.0,2.0,41.0,3.5,1.0,1.0,1.0,0,1.0
628,-67.0,5.0,6.0,4.0,38.0,3.5,1.0,1.0,1.0,0,1.0
629,-63.0,7.0,6.0,2.0,26.0,3.5,2.0,1.0,1.0,0,1.0
630,-53.0,10.0,10.0,5.0,45.0,3.5,1.0,1.0,1.0,0,1.0
631,-62.0,5.0,5.0,4.0,40.0,3.5,1.0,1.0,0.0,0,1.0
632,-61.0,7.0,8.0,3.0,34.0,3.5,3.0,1.0,0.0,0,1.0
633,-62.0,7.0,7.0,5.0,40.0,3.5,1.0,1.0,1.0,0,1.0
634,-62.0,9.0,9.0,3.0,36.0,3.5,4.0,1.0,0.0,0,1.0
635,-62.0,7.0,5.0,3.0,36.0,3.5,4.0,1.0,1.0,0,1.0
636,-58.0,1.0,1.0,3.0,31.0,3.5,5.0,1.0,0.0,3,1.0
637,-52.0,8.0,6.0,3.0,34.0,3.5,3.0,1.0,0.0,0,1.0
638,-53.0,8.0,8.0,2.0,40.0,3.5,3.0,1.0,0.0,0,1.0
639,-67.0,3.0,3.0,3.0,33.0,3.5,3.0,1.0,1.0,0,1.0
640,-67.0,9.0,9.0,4.0,48.0,3.5,5.0,1.0,1.0,0,1.0
641,-62.0,8.0,8.0,3.0,32.0,3.5,4.0,1.0,1.0,0,1.0
642,-55.0,10.0,7.0,3.0,46.0,3.5,5.0,1.0,0.0,0,1.0
643,-67.0,10.0,10.0,4.0,40.0,3.5,1.0,1.0,0.0,0,1.0
644,-61.0,9.0,7.0,4.0,34.0,3.5,3.0,1.0,1.0,0,1.0
645,-50.0,7.0,7.0,4.0,31.0,3.5,4.0,1.0,0.0,0,1.0
646,-56.0,1.0,5.0,3.0,34.0,3.5,3.0,1.0,0.0,0,1.0
647,-54.0,4.0,6.0,4.0,39.0,3.5,1.0,1.0,0.0,0,1.0
649,-62.0,7.0,4.0,3.0,34.0,3.5,3.0,1.0,1.0,0,1.0
650,-59.0,9.0,9.0,4.0,36.0,3.5,1.0,1.0,1.0,0,1.0
651,-60.0,9.0,9.0,3.0,32.0,3.5,2.0,1.0,1.0,0,1.0
652,-63.0,6.0,5.0,4.0,48.0,3.5,1.0,1.0,1.0,0,1.0
654,-61.0,10.0,10.0,4.0,35.0,3.5,1.0,1.0,1.0,0,1.0
655,-58.0,8.0,6.0,4.0,36.0,3.5,4.0,1.0,0.0,0,1.0
656,-61.0,1.0,1.0,3.0,36.0,3.5,2.0,1.0,1.0,0,1.0
657,-62.0,4.0,2.0,3.0,38.0,3.5,1.0,1.0,1.0,0,1.0
658,-52.0,6.0,7.0,4.0,42.0,3.5,4.0,1.0,1.0,0,1.0
660,-60.0,10.0,10.0,4.0,39.0,3.5,1.0,1.0,1.0,0,1.0
661,-62.0,8.0,8.0,4.0,39.0,3.5,1.0,1.0,1.0,0,1.0
662,-60.0,10.0,10.0,4.0,46.0,3.5,5.0,1.0,1.0,0,1.0
663,-62.0,2.0,3.0,1.0,34.0,3.5,4.0,1.0,0.0,3,1.0
664,-49.0,10.0,10.0,4.0,40.0,3.5,1.0,1.0,0.0,0,1.0
665,-62.0,3.0,4.0,4.0,36.0,3.5,1.0,1.0,0.0,0,1.0
666,-62.0,10.0,9.0,4.0,47.0,3.5,4.0,1.0,1.0,0,1.0
667,-61.0,6.0,6.0,4.0,38.0,3.5,3.0,1.0,0.0,0,1.0
668,-61.0,6.0,5.0,4.0,43.0,3.5,4.0,1.0,1.0,0,1.0
669,-50.0,1.0,1.0,4.0,31.0,3.5,4.0,1.0,0.0,0,0.0
670,-60.0,9.0,9.0,3.0,39.0,3.5,2.0,2.0,0.0,0,1.0
671,-62.0,1.0,1.0,3.0,25.0,3.5,1.0,1.0,0.0,3,1.0
672,-62.0,10.0,10.0,3.0,39.0,3.5,1.0,1.0,0.0,0,1.0
673,-62.0,7.0,5.0,3.0,36.5,3.5,1.0,1.0,0.0,0,1.0
675,-61.0,1.0,2.0,2.0,37.0,3.5,1.0,1.0,0.0,4,1.0
676,-55.0,10.0,6.0,2.0,39.0,3.5,5.0,1.0,0.0,0,1.0
677,-52.0,6.0,4.0,3.0,26.0,3.5,3.0,1.0,1.0,0,1.0
678,-62.0,10.0,9.0,3.0,37.0,3.5,3.0,1.0,0.0,0,1.0
679,-63.0,1.0,1.0,3.0,25.0,3.5,4.0,1.0,1.0,3,0.0
680,-61.0,6.0,7.0,4.0,28.0,3.5,2.0,1.0,1.0,0,1.0
681,-62.0,4.0,3.0,3.0,34.0,3.5,3.0,1.0,1.0,0,1.0
682,-60.0,3.0,3.0,3.0,35.0,3.5,3.0,2.0,0.0,2,1.0
683,-68.0,6.0,6.0,4.0,36.0,3.5,1.0,1.0,0.0,0,1.0
684,-62.0,3.0,3.0,4.0,36.0,3.5,3.0,1.0,1.0,0,1.0
685,-53.0,10.0,9.0,3.0,48.0,3.5,1.0,1.0,0.0,0,1.0
686,-62.0,4.0,4.0,3.0,31.0,3.5,2.0,1.0,1.0,0,1.0
687,-62.0,1.0,1.0,3.0,35.0,3.5,3.0,1.0,1.0,0,1.0
689,-59.0,4.0,4.0,3.0,36.0,3.5,1.0,1.0,1.0,0,1.0
690,-51.0,10.0,10.0,3.0,45.0,3.5,1.0,1.0,0.0,0,1.0
691,-61.0,8.0,4.0,4.0,46.0,3.5,1.0,1.0,0.0,0,1.0
692,-62.0,5.0,4.0,4.0,48.0,3.5,4.0,1.0,1.0,0,1.0
693,-62.0,8.0,7.0,3.0,28.5,3.5,2.0,1.0,0.0,0,1.0
694,-61.0,8.0,6.0,4.0,36.0,3.5,2.0,1.0,1.0,0,1.0
695,-57.0,2.0,1.0,4.0,37.0,3.5,5.0,1.0,0.0,0,1.0
