age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
42,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,35,0
26,Self-Employed,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
36,Private,School,Married,Wife,Service,White,Female,0,0,24,0
62,Private,Masters,Married,Husband,Professional,White,Male,0,0,40,1
43,Private,Bachelors,Married,Husband,Blue-Collar,White,Male,0,0,45,0
43,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Male,0,1564,45,1
22,Private,HS-grad,Married,Not-in-family,Sales,White,Male,0,0,55,0
28,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
56,Self-Employed,Some-college,Married,Husband,Sales,White,Male,0,0,45,0
22,Private,Assoc,Single,Not-in-family,Sales,White,Female,0,0,15,0
57,Private,Bachelors,Divorced,Not-in-family,White-Collar,White,Female,0,0,45,1
39,Private,HS-grad,Divorced,Unmarried,Sales,White,Female,0,0,40,0
26,Government,Some-college,Single,Unmarried,White-Collar,White,Female,0,0,15,0
17,Private,School,Single,Own-child,Service,White,Male,0,0,10,0
40,Government,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,38,1
45,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
44,Private,HS-grad,Single,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
20,Government,Some-college,Single,Own-child,White-Collar,White,Female,0,0,10,0
33,Private,HS-grad,Married,Wife,Blue-Collar,White,Female,0,0,40,0
23,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,40,0
46,Self-Employed,Masters,Divorced,Not-in-family,White-Collar,White,Male,0,0,30,0
38,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,50,0
54,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
46,Private,School,Divorced,Not-in-family,Blue-Collar,White,Female,0,2339,45,0
25,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
46,Private,Some-college,Divorced,Not-in-family,Sales,White,Female,0,0,40,0
36,Government,Some-college,Married,Wife,Blue-Collar,White,Female,0,0,40,0
23,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,25,0
29,Private,HS-grad,Separated,Not-in-family,Blue-Collar,White,Male,0,0,40,0
44,Private,Some-college,Married,Wife,White-Collar,White,Female,0,2415,6,1
19,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,16,0
19,Private,HS-grad,Single,Other-relative,Service,White,Female,0,0,40,0
35,Private,HS-grad,Married,Wife,Service,White,Female,0,0,40,1
27,Private,Bachelors,Single,Not-in-family,Blue-Collar,White,Male,0,0,50,0
46,Self-Employed,Assoc,Separated,Not-in-family,Blue-Collar,White,Male,0,0,40,0
34,Government,Bachelors,Married,Husband,White-Collar,White,Male,7688,0,45,1
34,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,35,0
44,Private,Some-college,Married,Husband,Service,White,Male,0,0,40,0
45,Private,Some-college,Divorced,Unmarried,Blue-Collar,White,Female,0,0,40,0
20,Other/Unknown,HS-grad,Single,Other-relative,Other/Unknown,White,Female,0,0,35,0
25,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,55,1
52,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,0,0,50,1
20,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
28,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,40,0
50,Government,Bachelors,Married,Husband,Service,White,Male,0,0,40,1
34,Private,Assoc,Divorced,Not-in-family,Service,White,Female,0,0,64,0
28,Private,School,Married,Husband,Blue-Collar,Other,Male,0,2179,40,0
41,Private,Masters,Married,Husband,White-Collar,White,Male,0,1977,65,1
28,Private,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,0
46,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,25,0
28,Other/Unknown,Some-college,Married,Wife,Other/Unknown,White,Female,0,1887,40,1
32,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,50,0
41,Government,Some-college,Divorced,Not-in-family,Service,Black,Female,0,0,24,0
24,Private,HS-grad,Single,Unmarried,Blue-Collar,Black,Female,0,0,40,0
33,Private,Some-college,Divorced,Unmarried,White-Collar,White,Female,0,0,40,0
46,Private,Doctorate,Married,Husband,White-Collar,White,Male,15024,0,60,1
31,Government,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
35,Private,School,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,50,1
52,Private,School,Married,Husband,Blue-Collar,White,Male,0,0,40,0
30,Private,School,Single,Own-child,Service,White,Female,0,0,19,0
34,Government,School,Separated,Not-in-family,Blue-Collar,Black,Male,0,0,40,0
34,Government,HS-grad,Divorced,Unmarried,Blue-Collar,White,Female,0,0,40,0
20,Private,Some-college,Married,Husband,Sales,White,Male,0,0,30,0
17,Private,School,Single,Own-child,Blue-Collar,White,Male,2176,0,18,0
32,Government,Bachelors,Married,Wife,White-Collar,White,Female,0,0,40,1
29,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,40,0
33,Private,School,Single,Unmarried,Blue-Collar,White,Female,0,0,35,0
25,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
36,Government,Masters,Single,Not-in-family,Professional,White,Male,0,1408,40,0
23,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,72,0
63,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,40,1
47,Government,Masters,Married,Husband,Professional,White,Male,0,0,40,0
80,Other/Unknown,HS-grad,Widowed,Not-in-family,Other/Unknown,White,Male,0,0,24,0
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
40,Self-Employed,Bachelors,Married,Not-in-family,Professional,White,Female,2174,0,40,0
30,Private,Assoc,Married,Wife,Service,White,Female,0,0,25,1
27,Private,Some-college,Single,Own-child,Blue-Collar,Asian-Pac-Islander,Male,0,1980,40,0
33,Private,Masters,Married,Husband,Professional,White,Male,0,0,50,1
34,Government,HS-grad,Single,Not-in-family,Blue-Collar,Black,Male,594,0,60,0
34,Government,Some-college,Single,Not-in-family,Service,White,Female,0,0,40,0
23,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
42,Government,Some-college,Married,Wife,White-Collar,White,Female,0,0,40,0
29,Private,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,40,0
45,Private,HS-grad,Divorced,Not-in-family,White-Collar,White,Female,0,0,28,0
24,Government,HS-grad,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
44,Private,Some-college,Married,Husband,Professional,White,Male,0,0,40,1
27,Private,School,Single,Other-relative,Blue-Collar,White,Male,0,0,40,0
20,Private,Some-college,Single,Not-in-family,Sales,White,Male,0,0,35,0
44,Private,HS-grad,Widowed,Unmarried,White-Collar,Black,Female,0,0,40,0
51,Private,HS-grad,Married,Husband,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,0
20,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
17,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Female,0,0,5,0
19,Private,HS-grad,Single,Own-child,Blue-Collar,Black,Female,0,0,40,0
45,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,55,1
60,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
42,Private,Assoc,Married,Husband,White-Collar,Black,Male,0,0,40,1
44,Self-Employed,HS-grad,Married,Wife,Sales,White,Female,0,0,40,1
40,Private,Assoc,Married,Husband,Blue-Collar,Asian-Pac-Islander,Male,0,0,40,1
30,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,40,0
38,Private,Some-college,Married,Husband,Blue-Collar,Black,Male,0,0,50,0
23,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,60,0
32,Other/Unknown,Some-college,Married,Husband,Other/Unknown,White,Male,0,0,40,0
44,Private,Assoc,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
54,Government,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,40,0
32,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,50,0
50,Private,School,Married,Unmarried,Blue-Collar,White,Male,0,0,40,0
24,Private,Bachelors,Single,Not-in-family,Service,White,Female,0,0,20,0
37,Private,HS-grad,Married,Wife,White-Collar,White,Female,0,0,60,0
52,Private,HS-grad,Divorced,Unmarried,Blue-Collar,White,Male,0,0,40,0
38,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
49,Private,Masters,Married,Husband,White-Collar,White,Male,0,1977,45,1
30,Private,Bachelors,Married,Wife,Service,White,Female,0,0,16,1
60,Private,Some-college,Single,Unmarried,Professional,White,Male,0,0,40,1
22,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,40,0
35,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
30,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,60,0
67,Private,Assoc,Divorced,Not-in-family,Service,White,Female,0,0,24,0
46,Private,Bachelors,Single,Not-in-family,Blue-Collar,White,Female,0,0,40,0
17,Private,School,Single,Not-in-family,Service,White,Male,0,0,6,0
22,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,30,0
27,Private,School,Single,Not-in-family,Service,White,Male,0,0,40,0
23,Private,HS-grad,Single,Unmarried,Service,White,Female,0,0,35,0
33,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,0,45,0
43,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,20,0
28,Government,Bachelors,Single,Not-in-family,Professional,White,Male,0,0,20,0
41,Private,HS-grad,Married,Unmarried,Blue-Collar,White,Female,0,0,40,0
52,Other/Unknown,School,Single,Other-relative,Other/Unknown,Black,Male,594,0,40,0
25,Private,Some-college,Married,Own-child,White-Collar,Black,Female,0,0,20,0
63,Other/Unknown,School,Married,Husband,Other/Unknown,White,Male,0,0,35,0
59,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,45,0
45,Government,Bachelors,Divorced,Unmarried,Professional,White,Female,0,0,40,0
38,Private,Bachelors,Married,Husband,Sales,White,Male,15024,0,60,1
40,Private,HS-grad,Single,Not-in-family,Service,White,Female,0,0,35,0
46,Government,HS-grad,Divorced,Not-in-family,White-Collar,White,Male,0,0,40,0
35,Private,Assoc,Single,Not-in-family,White-Collar,White,Female,0,0,60,0
34,Private,HS-grad,Divorced,Unmarried,Professional,White,Female,0,0,25,0
33,Private,Bachelors,Single,Own-child,Blue-Collar,White,Male,0,0,20,0
41,Private,HS-grad,Divorced,Unmarried,White-Collar,White,Female,0,0,36,0
20,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
23,Private,School,Single,Own-child,Service,White,Male,0,0,40,0
26,Private,Some-college,Single,Not-in-family,Professional,White,Female,0,0,35,0
72,Other/Unknown,HS-grad,Married,Husband,Other/Unknown,White,Male,0,0,20,0
23,Government,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
62,Government,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
52,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
58,Private,Some-college,Divorced,Unmarried,Service,White,Female,0,0,42,0
25,Private,Bachelors,Single,Not-in-family,Sales,White,Female,0,0,40,0
24,Private,Bachelors,Single,Not-in-family,White-Collar,Black,Male,0,0,40,0
19,Private,Some-college,Single,Own-child,Service,White,Male,0,0,8,0
43,Private,Some-college,Married,Husband,White-Collar,White,Male,0,0,40,0
47,Government,HS-grad,Separated,Unmarried,White-Collar,Black,Female,0,0,40,0
39,Private,HS-grad,Divorced,Unmarried,Service,White,Female,0,0,40,0
49,Private,Assoc,Married,Unmarried,Blue-Collar,White,Male,0,1380,42,0
53,Other/Unknown,School,Widowed,Unmarried,Other/Unknown,Black,Female,0,0,30,0
32,Private,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,45,0
34,Private,Some-college,Married,Husband,Professional,White,Male,0,0,50,1
28,Private,HS-grad,Divorced,Not-in-family,Blue-Collar,White,Male,0,0,45,0
57,Other/Unknown,Assoc,Widowed,Unmarried,Other/Unknown,White,Female,0,0,38,0
25,Private,Some-college,Single,Not-in-family,White-Collar,Amer-Indian-Eskimo,Female,0,0,20,0
20,Other/Unknown,Some-college,Single,Own-child,Other/Unknown,White,Male,0,0,24,0
21,Other/Unknown,Some-college,Single,Unmarried,Other/Unknown,White,Female,0,0,35,0
34,Private,Bachelors,Married,Husband,Professional,White,Male,0,0,50,1
38,Self-Employed,Bachelors,Married,Husband,White-Collar,White,Male,15024,0,80,1
50,Private,HS-grad,Married,Husband,White-Collar,White,Male,7688,0,50,1
24,Government,Some-college,Divorced,Not-in-family,Blue-Collar,Black,Male,0,0,50,0
37,Government,Some-college,Married,Husband,Service,White,Male,0,0,45,1
44,Private,Some-college,Divorced,Unmarried,Blue-Collar,White,Male,0,0,58,1
28,Private,Some-college,Married,Wife,Sales,White,Female,0,0,40,0
42,Private,Bachelors,Married,Husband,White-Collar,White,Male,0,0,40,1
74,Private,Some-college,Divorced,Not-in-family,White-Collar,White,Female,0,0,9,0
38,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
44,Self-Employed,Masters,Married,Husband,Professional,White,Male,0,0,40,0
44,Private,School,Divorced,Unmarried,Blue-Collar,Other,Female,0,0,46,0
26,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
36,Private,HS-grad,Married,Husband,Service,Black,Male,0,0,40,0
41,Private,Assoc,Married,Wife,White-Collar,White,Female,0,0,50,1
67,Private,Prof-school,Married,Husband,Professional,White,Male,20051,0,48,1
39,Government,School,Married,Husband,Service,White,Male,0,0,50,0
57,Private,School,Widowed,Not-in-family,Service,Black,Female,0,0,30,0
29,Private,Assoc,Separated,Not-in-family,Blue-Collar,White,Male,0,0,40,0
31,Self-Employed,Bachelors,Single,Not-in-family,Blue-Collar,White,Female,0,0,45,0
34,Other/Unknown,HS-grad,Single,Unmarried,Other/Unknown,Black,Female,0,0,40,0
44,Private,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,40,0
29,Private,Doctorate,Single,Own-child,Professional,White,Male,0,0,40,0
30,Private,Some-college,Single,Unmarried,Blue-Collar,White,Female,0,0,40,0
27,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
27,Private,Some-college,Married,Husband,Sales,White,Male,0,0,50,0
32,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Female,0,0,45,0
58,Private,School,Married,Wife,Service,White,Female,0,0,8,0
35,Government,Some-college,Married,Husband,Service,White,Male,0,0,40,0
21,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,36,0
28,Private,Some-college,Single,Unmarried,Blue-Collar,White,Male,0,0,40,0
46,Self-Employed,Some-college,Divorced,Not-in-family,White-Collar,White,Male,0,0,50,0
36,Self-Employed,HS-grad,Separated,Unmarried,Service,White,Female,0,0,40,0
72,Private,School,Widowed,Unmarried,White-Collar,White,Female,0,0,40,0
35,Private,HS-grad,Married,Wife,Blue-Collar,Black,Female,0,0,40,0
33,Government,Assoc,Divorced,Unmarried,Blue-Collar,Black,Female,0,0,40,1
69,Private,School,Single,Not-in-family,Blue-Collar,White,Female,0,0,40,0
35,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Private,HS-grad,Separated,Unmarried,White-Collar,White,Female,0,0,20,0
34,Private,HS-grad,Married,Wife,Service,White,Female,0,0,32,0
30,Private,School,Married,Husband,Service,White,Male,0,0,40,0
28,Private,Bachelors,Single,Not-in-family,Blue-Collar,White,Male,0,0,55,0
54,Private,Bachelors,Married,Husband,Sales,White,Male,0,0,35,1
47,Private,Some-college,Married,Husband,Professional,White,Male,0,0,50,1
24,Private,HS-grad,Single,Unmarried,Blue-Collar,Black,Female,0,0,40,0
52,Self-Employed,Bachelors,Married,Husband,Professional,White,Male,0,0,60,1
20,Private,HS-grad,Single,Own-child,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,48,0
43,Self-Employed,Masters,Married,Husband,White-Collar,White,Male,5013,0,45,0
45,Private,School,Separated,Unmarried,Service,White,Female,0,0,40,0
29,Self-Employed,HS-grad,Separated,Not-in-family,Blue-Collar,White,Male,0,0,35,0
47,Private,Masters,Divorced,Unmarried,White-Collar,White,Male,0,0,42,0
24,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,40,0
51,Private,HS-grad,Married,Husband,Professional,White,Male,0,0,40,0
17,Private,School,Single,Own-child,Sales,White,Male,0,0,12,0
37,Private,Assoc,Married,Husband,Blue-Collar,White,Male,0,1977,40,1
27,Private,Doctorate,Single,Not-in-family,Professional,White,Female,0,0,70,0
29,Private,Bachelors,Married,Wife,White-Collar,White,Male,0,0,40,1
18,Other/Unknown,School,Single,Own-child,Other/Unknown,White,Male,0,0,25,0
36,Self-Employed,Assoc,Divorced,Unmarried,Sales,White,Female,0,0,35,0
58,Government,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,40,0
26,Self-Employed,Some-college,Married,Husband,Blue-Collar,White,Male,0,0,45,0
65,Other/Unknown,Some-college,Married,Husband,Other/Unknown,White,Male,0,0,30,1
57,Private,HS-grad,Married,Husband,Sales,White,Male,0,0,40,1
59,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
27,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
31,Self-Employed,Bachelors,Single,Not-in-family,Service,White,Male,0,0,40,0
21,Private,Some-college,Single,Own-child,Sales,White,Female,0,0,24,0
29,Private,Some-college,Single,Not-in-family,White-Collar,White,Male,0,0,60,0
18,Private,School,Single,Own-child,Service,White,Male,0,0,40,0
52,Private,School,Married,Husband,Blue-Collar,White,Male,0,1887,47,1
57,Self-Employed,Bachelors,Divorced,Not-in-family,Professional,White,Male,0,0,80,0
42,Other/Unknown,HS-grad,Married,Husband,Other/Unknown,White,Male,0,0,40,0
55,Other/Unknown,HS-grad,Married,Wife,Other/Unknown,Asian-Pac-Islander,Female,0,0,40,0
60,Private,School,Single,Not-in-family,Blue-Collar,White,Male,0,0,48,1
31,Private,Bachelors,Married,Husband,Professional,White,Male,7688,0,40,1
23,Private,Bachelors,Single,Own-child,White-Collar,White,Female,0,0,40,0
27,Private,HS-grad,Single,Own-child,Sales,White,Male,0,0,40,0
23,Other/Unknown,Some-college,Single,Unmarried,Other/Unknown,Amer-Indian-Eskimo,Female,0,0,25,0
42,Self-Employed,Prof-school,Married,Husband,Professional,White,Male,0,1902,50,1
25,Private,Some-college,Single,Not-in-family,Service,White,Male,2174,0,40,0
49,Private,Bachelors,Single,Not-in-family,Professional,White,Female,0,0,45,0
32,Private,Bachelors,Single,Not-in-family,Service,White,Male,0,0,40,0
19,Private,Some-college,Single,Own-child,White-Collar,White,Male,0,0,28,0
60,Private,School,Divorced,Not-in-family,Service,White,Female,0,0,40,0
42,Government,School,Married,Husband,Service,White,Male,0,0,40,0
35,Self-Employed,Assoc,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
48,Private,HS-grad,Single,Unmarried,White-Collar,Black,Female,0,0,37,0
51,Private,Masters,Married,Husband,Blue-Collar,White,Male,0,0,40,1
29,Private,HS-grad,Single,Not-in-family,Blue-Collar,Amer-Indian-Eskimo,Male,0,0,40,0
36,Government,HS-grad,Separated,Not-in-family,White-Collar,Black,Male,0,0,40,0
17,Private,School,Single,Own-child,Service,White,Female,0,0,21,0
52,Private,Masters,Divorced,Not-in-family,Professional,White,Female,6849,0,60,0
24,Private,HS-grad,Single,Not-in-family,Blue-Collar,White,Male,0,0,40,0
24,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,50,0
26,Government,Bachelors,Single,Own-child,Professional,White,Male,1055,0,40,0
27,Private,Bachelors,Single,Own-child,Service,White,Female,0,0,20,0
39,Private,HS-grad,Single,Own-child,Blue-Collar,White,Male,0,0,60,0
30,Private,HS-grad,Married,Husband,Blue-Collar,Black,Male,0,0,45,0
50,Self-Employed,HS-grad,Married,Husband,White-Collar,White,Male,0,0,32,0
52,Self-Employed,Bachelors,Married,Husband,Sales,White,Male,0,0,55,0
46,Private,Prof-school,Married,Husband,Professional,White,Male,15024,0,45,1
